"CNPJ","NOME_DA_INSTITUIÇÃO","SEGMENTO","ENDEREÇO","COMPLEMENTO","BAIRRO","CEP","MUNICÍPIO","UF","DDD","FONE","ENDEREÇO_ELETRÔNICO","SÍTIO_NA_INTERNET","ano","mes","tipo"
"32588139.000000","J.P. MORGAN CORRETORA DE CAMBIO E VALORES MOBILIARIOS S.A.","Sociedades Corretoras de TVM","AV BRIGADEIRO FARIA LIMA, 3729, 14 ANDAR",NA,"ITAIM BIBI","4538905.000000","SAO PAULO","SP","11.000000","51804433.000000",NA,NA,"2007","10","sociedades"
"32648370.000000","FAIR CORRETORA DE CÂMBIO S/A"," Sociedades Corretoras de Câmbio","ALAMEDA SANTOS, 1800 - 8/9 ANDARES",NA,"CERQUEIRA CESAR","1418200.000000","SAO PAULO","SP","11.000000","31912500.000000","PRIVATE@FAIRCCV.COM.BR","WWW.FAIRCCV.COM.BR","2007","10","sociedades"
"33040601.000000","MERCANTIL DO BRASIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS"," Sociedades de Crédito  Financiamento e Investimento","RUA RIO DE JANEIRO, 654 -",NA,"CENTRO","30160912.000000","BELO HORIZONTE","MG","31.000000","30576219.000000","MB.CONTROLADORIA@MERCANTIL.COM.BR",NA,"2007","10","sociedades"
"33136888.000000","BRB - CREDITO, FINANCIAMENTO E INVESTIMENTO S/A"," Sociedades de Crédito  Financiamento e Investimento","SBS, QUADRA 01, BLOCO E, ED. BRASILIA, 3.ANDAR",NA,"CENTRO","70072900.000000","BRASILIA","DF","61.000000","4128200.000000",NA,NA,"2007","10","sociedades"
"33311713.000000","ITAÚ DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A."," Sociedades Distribuidoras de TVM","PRAÇA ALFREDO EGYDIO DE SOUZA ARANHA, 100","TORRE CONCEIÇÃO - 7º ANDAR","PARQUE JABAQUARA","4344902.000000","SAO PAULO","SP","11.000000","50198101.000000",NA,NA,"2007","10","sociedades"
"33318163.000000","HIPERCARD SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A."," Sociedades de Crédito  Financiamento e Investimento","ALAMEDA RIO NEGRO, 433","3º ANDAR",NA,NA,"BARUERI","SP","11.000000","35844042.000000","BIANCA.AZZI@UNIBANCO.COM.BR",NA,"2007","10","sociedades"
"33488222.000000","BRASIL CENTRAL S.A. DISTRIBUIDORA DE TIT. E VAL. MOBILIARIOS"," Sociedades Distribuidoras de TVM","AV. OLEGÁRIO MACIEL, 101","SALAS 304","BARRA DA TIJUCA","22621200.000000","RIO DE JANEIRO","RJ","21.000000","31533370.000000","BRASILCENTRALDTVM@IG.COM.BR",NA,"2007","10","sociedades"
"33550104.000000","BANEX S/A - CRÉDITO, FINANCIAMENTO E INVESTIMENTO"," Sociedades de Crédito  Financiamento e Investimento","AV. BRIG. FARIA LIMA, 1461, TORRE SUL","8 ANDAR","JARDIM PAULISTANO","1452002.000000","SAO PAULO","SP","11.000000","40828900.000000","ARONE@BANEX.COM.BR","WWW.BANEX.COM.BR","2007","10","sociedades"
"33709114.000000","CITIGROUP GLOBAL MARKETS BRASIL, CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.","Sociedades Corretoras de TVM","AV. PAULISTA, 1111,","12 ANDAR (PARTE)","BELA VISTA","1311920.000000","SAO PAULO","SP","11.000000","40093134.000000","CAMILALA.MOTTA@CITIGROUP.COM","WWW.CITIBANK.COM.BR","2007","10","sociedades"
"33739715.000000","EQUIPE S/A DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS"," Sociedades Distribuidoras de TVM","RUA VISCONDE DE PIRAJÁ, 430","SALAS 701 A 705","IPANEMA","22410002.000000","RIO DE JANEIRO","RJ","21.000000","21237800.000000","EQUIPE@EQUIPECORRETORA.COM.BR","WWW.EQUIPECORRETORA.COM.BR","2007","10","sociedades"
"33775974.000000","ATIVA S.A. CORRETORA DE TITULOS, CAMBIO E VALORES","Sociedades Corretoras de TVM","AVENIDA RIO BRANCO, 181","24º ANDAR SALA 2402 E 29º ANDAR SALAS 2901/2/3 E 4","CENTRO","20040007.000000","RIO DE JANEIRO","RJ","21.000000","39810250.000000","CONTABILIDADE@ATIVACTV.COM.BR","WWW.ATIVACTV.COM.BR","2007","10","sociedades"
"33817677.000000","ABC BRASIL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A."," Sociedades Distribuidoras de TVM","AVENIDA JUSCELINO KUBITSCHEK, 1400","3º, 4º E 5º ANDARES","ITAIM BIBI","4543000.000000","SAO PAULO","SP","11.000000","31702221.000000",NA,NA,"2007","10","sociedades"
"33824012.000000","ADVALOR DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA"," Sociedades Distribuidoras de TVM","RUA DO CARMO, 17 - 3 ANDAR",NA,"CENTRO","20011020.000000","RIO DE JANEIRO","RJ","21.000000","22217273.000000","ADVALOR@VELOXMAIL.COM.BR",NA,"2007","10","sociedades"
"33829292.000000","UNIBANCO ASSET MANAGEMENT S.A. - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS"," Sociedades Distribuidoras de TVM","AVENIDA DAS NAÇÕES UNIDAS, N.º 12.901","23º ANDAR - PARTE - TORRE OESTE","BROOKLIN NOVO","4578000.000000","SAO PAULO","SP","11.000000","35844467.000000","BIANCA.AZZI@UNIBANCO.COM.BR",NA,"2007","10","sociedades"
"33850686.000000","BRB - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS SA"," Sociedades Distribuidoras de TVM","SBS - QUADRA 01 BLOCO E ED.BRASILIA 7.ANDAR",NA,"ASA SUL-PLANO PILOTO","70072900.000000","BRASILIA","DF","61.000000","34128200.000000","WWW.BRB.COM.BR",NA,"2007","10","sociedades"
"33851064.000000","DILLON S/A DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS"," Sociedades Distribuidoras de TVM","RUA DA ASSEMBLEIA  Nº 35/ 11º  ANDAR",NA,"CENTRO","20011001.000000","RIO DE JANEIRO","RJ","21.000000","25178021.000000","DILLON@DILLON.COM.BR","WWW.DILLON.COM.BR","2007","10","sociedades"
"33851205.000000","J.P. MORGAN S.A. - DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS"," Sociedades Distribuidoras de TVM","AV BRIGADEIRO FARIA LIMA, 3729, 14 ANDAR",NA,"ITAIM BIBI","4538905.000000","SAO PAULO","SP","11.000000","30483700.000000",NA,NA,"2007","10","sociedades"
"33862244.000000","LIQUIDEZ DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA."," Sociedades Distribuidoras de TVM","AVENIDA ALMIRANTE BARROSO, 52 / 23º ANDAR","SALA 2301","CENTRO","20031000.000000","RIO DE JANEIRO","RJ","21.000000","30433000.000000","CRISTHIAN@LIQUIDEZ.COM.BR",NA,"2007","10","sociedades"
"33868597.000000","CITIBANK DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A"," Sociedades Distribuidoras de TVM","AV PAULISTA, 1111","2 ANDAR - PARTE","CERQUEIRA CESAR","1311920.000000","SAO PAULO","SP","11.000000","40093134.000000","CAMILALA.MOTTA@CITIGROUP.COM","WWW.CITIBANK.COM.BR","2007","10","sociedades"
"33884628.000000","SUDAMERIS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S/A"," Sociedades Distribuidoras de TVM","AV. PAULISTA, 1374","3º ANDAR (PARTE)","BELA VISTA","1310916.000000","SAO PAULO","SP","11.000000","31709674.000000",NA,"WWW.SUDAMERIS.COM.BR","2007","10","sociedades"
"33886862.000000","MÁXIMA S/A DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS"," Sociedades Distribuidoras de TVM","AVENIDA ATLÂNTICA, Nº 1.130","9º ANDAR - PARTE","COPACABANA","22021000.000000","RIO DE JANEIRO","RJ","21.000000","38201700.000000",NA,"WWW.MAXIMADTVM.COM.BR","2007","10","sociedades"
"33894445.000000","BES SECURITIES DO BRASIL S.A. CORRETORA DE CÂMBIO E VALORES MOBILIÁRIOS","Sociedades Corretoras de TVM","AV BRIGADEIRO FARIA LIMA, 3729","6 ANDAR","ITAIM BIBI","4538905.000000","SAO PAULO","SP","11.000000","30747444.000000",NA,NA,"2007","10","sociedades"
"33918160.000000","GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.","Sociedades Corretoras de TVM","AV. JUSCELINO KUBITSCHEK, Nº 50","5º E 6º ANDARES","VILA NOVA CONCEIÇÃO","4543000.000000","SAO PAULO","SP","11.000000","33728300.000000","GRADUAL@GRADUALCORRETORA.COM.BR","WWW.GRADUALCORRETORA.COM.BR","2007","10","sociedades"
"33957838.000000","PERNAMBUCANAS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA"," Sociedades Distribuidoras de TVM","RUA DA CONSOLACAO, 2411 - 2 ANDAR",NA,"CONSOLACAO","1301909.000000","SAO PAULO","SP","11.000000","21119128.000000",NA,NA,"2007","10","sociedades"
"33968066.000000","UMUARAMA S/A - CORRETORA DE TITULOS E VALORES MOBILIARIOS","Sociedades Corretoras de TVM","PRAÇA XV DE NOVEMBRO, 20","12 ANDAR","CENTRO","20010010.000000","RIO DE JANEIRO","RJ","21.000000","23232424.000000","CONTABIL@UMUARAMACTVM.COM.BR",NA,"2007","10","sociedades"
"34033779.000000","ABN AMRO ARRENDAMENTO MERCANTIL S.A."," Sociedades de Arrendamento Mercantil ","ALAMEDA ARAGUAIA, 731","PAVIMENTO SUPERIOR - PARTE A","ALPHAVILLE","6455000.000000","BARUERI","SP","11.000000","31749615.000000",NA,NA,"2007","10","sociedades"
"34040550.000000","LETRA S/A CREDITO IMOBILIARIO"," Sociedades de Crédito Imobiliário - Repassadora","AV. RIO BRANCO 39 - 20º ANDAR",NA,"CENTRO","20090000.000000","RIO DE JANEIRO","RJ","21.000000","25169508.000000","LETRA@UNINET.COM.BR",NA,"2007","10","sociedades"
"34112128.000000","CITIBANK LEASING S.A. - ARRENDAMENTO MERCANTIL"," Sociedades de Arrendamento Mercantil ","AVENIDA PAULISTA, 1111","12 ANDAR, PARTE","BELA VISTA","1311920.000000","SAO PAULO","SP","11.000000","40093134.000000","CINTHIA.COSTA@CITI.COM","WWW.CITIBANK.COM.BR","2007","10","sociedades"
"34190991.000000","EUROINVEST S/A CORRETORA DE CAMBIO,TITS.E VALS.MOBILIARIOS","Sociedades Corretoras de TVM","RUA MIGUEL CALMON, 555","705 (PARTE)","COMÉRCIO","40015010.000000","SALVADOR","BA","21.000000","22248653.000000","EUROINVEST@CITTA-AMERICA.COM",NA,"2007","10","sociedades"
"34265561.000000","BMG LEASING S/A - ARRENDAMENTO MERCANTIL"," Sociedades de Arrendamento Mercantil ","RUA FLÁVIO ANNES GUIMARÃES, 235",NA,"INCONFIDENTES","32265080.000000","CONTAGEM","MG","31.000000","32903700.000000","JET@BANCOBMG.COM.BR","WWW.BANCOBMG.COM.BR","2007","10","sociedades"
"34265629.000000","INTERCAM CORRETORA DE CÂMBIO LTDA."," Sociedades Corretoras de Câmbio","RUA  LONDRINA Nº 470 - 8º ANDAR","SALA 82","RUDGE RAMOS","9635100.000000","SAO BERNARDO DO CAMPO","SP","11.000000","32913500.000000","INTERCAM@INTERCAM.COM.BR","WWW.INTERCAM.COM.BR","2007","10","sociedades"
"34266668.000000","KRAUS - SOCIEDADE CORRETORA DE CÂMBIO LTDA."," Sociedades Corretoras de Câmbio","PCA PIO X, 55","SALA 203 E 204","CENTRO","20040020.000000","RIO DE JANEIRO","RJ","21.000000","22231023.000000","KRAUSCORRETORA@YAHOO.COM.BR",NA,"2007","10","sociedades"
"34562942.000000","FLUXO CORRETORA DE CÂMBIO S/A"," Sociedades Corretoras de Câmbio","ALAMEDA ARAGUAIA, 933 - CJ.46",NA,"ALPHAVILLE","6455000.000000","BARUERI","SP","11.000000","41915733.000000","FLUXOCC@UOL.COM.BR","WWW.FLUXOCC.COM.BR","2007","10","sociedades"
"34974170.000000","HOYA CORRETORA DE VALORES E CAMBIO LTDA","Sociedades Corretoras de TVM","RUA TIBÚRCIO CAVALCANTE, 2280","TÉRREO","DIONÍSIO TORRES","60125101.000000","FORTALEZA","CE","85.000000","32447735.000000","HOYA@HOYA.COM.BR","WWW.HOYA.COM.BR","2007","10","sociedades"
"35028018.000000","TLACH CORRETORA DE CAMBIO LTDA"," Sociedades Corretoras de Câmbio","RUA JOSE ALBANO 85",NA,"CENTRO","9040150.000000","SANTO ANDRE","SP","11.000000","49949888.000000",NA,NA,"2007","10","sociedades"
"35594001.000000","FINAMBRÁS - CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.","Sociedades Corretoras de TVM","RUA PAES LEME, 524","7 ANDAR - CONJUNTO 72","PINHEIROS","5424010.000000","SAO PAULO","SP","11.000000","30378100.000000","FINAMBRAS@FINAMBRAS.COM.BR","WWW.FINAMBRAS.COM.BR","2007","10","sociedades"
"35602606.000000","MIDAS SOCIEDADE CORRETORA DE CÂMBIO S.A."," Sociedades Corretoras de Câmbio","AV. CONSELHEIRO AGUIAR, 1472","SALA 162 E LOJA 45","BOA VIAGEM","51111010.000000","RECIFE","PE","81.000000","34650179.000000","MIDASRJ@MIDASCORRETORA.COM.BR","WWW.MIDASCORRETORA.COM.BR","2007","10","sociedades"
"35945542.000000","LARCKY SOCIEDADE DE CREDITO IMOBILIARIO S.A."," Sociedades de Crédito Imobiliário - Repassadora","AV. ATAULFO DE PAIVA, 1251","SALA 901 PARTE","LEBLON","22440034.000000","RIO DE JANEIRO","RJ","21.000000","32063930.000000","ONESIMO@LARCKY.COM.BR",NA,"2007","10","sociedades"
"36092302.000000","PRIME S/A CORRETORA DE CAMBIO E VALORES","Sociedades Corretoras de TVM","RUA DA ALFANDEGA, 91- 13 ANDAR",NA,"CENTRO","20070001.000000","RIO DE JANEIRO","RJ","21.000000","22219977.000000","PRIME@PRIMECCV.COM.BR","WWW.PRIMECCV.COM.BR","2007","10","sociedades"
"36113876.000000","OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIARIOS S.A."," Sociedades Distribuidoras de TVM","AVENIDA DAS AMERICAS, 500","BLOCO 13, GRUPO 205 - PARTE","BARRA DA TIJUCA","22640100.000000","RIO DE JANEIRO","RJ","21.000000","24937003.000000","AGENTE@OLIVEIRATRUST.COM.BR","OLIVEIRATRUST.COM.BR","2007","10","sociedades"
"36178887.000000","PROSPER S/A CORRETORA DE VALORES E CAMBIO","Sociedades Corretoras de TVM","RUA DO PASSEIO, 70 - 8/10. ANDARES",NA,"CENTRO","20021290.000000","RIO DE JANEIRO","RJ","21.000000","38140700.000000","JANNY.CASTRO@BANCOPROSPER.COM.BR",NA,"2007","10","sociedades"
"36321990.000000","UNILETRA S/A SOCIEDADE DE CREDITO, FINANC. E INVESTIMENTO"," Sociedades de Crédito  Financiamento e Investimento","PRACA COSTA PEREIRA, 52 - SALAS 501/505 (PARTE)",NA,"CENTRO","29010080.000000","VITORIA","ES","27.000000","40090200.000000","UNILETRA@UNILETRA.COM.BR","WWW.UNILETRA.COM.BR","2007","10","sociedades"
"39846068.000000","S.K. DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA"," Sociedades Distribuidoras de TVM","R MATIAS AIRES, 404 - 4 AND -  CONJ 41","SALA B","CONSOLACAO","1309020.000000","SAO PAULO","SP","11.000000","31001200.000000","MARSAM@MARSAM.COM.BR","WWW.MARSAM.COM.BR","2007","10","sociedades"
"39905708.000000","ERG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA"," Sociedades Distribuidoras de TVM","AVENIDA RIO BRANCO, 143 - 20 ANDAR",NA,"CENTRO","20040006.000000","RIO DE JANEIRO","RJ","21.000000","22215855.000000","ERG.DTVM@VELOXMAIL.COM.BR",NA,"2007","10","sociedades"
"40161713.000000","POSITIVA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA."," Sociedades Distribuidoras de TVM","RUA SAO JOSE, 40","5º ANDAR, SALA 501","CENTRO","20010020.000000","RIO DE JANEIRO","RJ","21.000000","22207293.000000","POSITIVA@POSITIVADTVM.COM.BR",NA,"2007","10","sociedades"
"40303299.000000","PORTOPAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA."," Sociedades Distribuidoras de TVM","RUA GUAIANAZES, 1238 - 3. ANDAR",NA,"CAMPOS ELISEOS","1204001.000000","SAO PAULO","SP","11.000000","33665919.000000","PORTOPAR.DTVM@PORTOSEGURO.COM.BR","WWW.PORTOPAR.COM.BR","2007","10","sociedades"
"40353377.000000","FOURTRADE CORRETORA DE CÂMBIO LTDA."," Sociedades Corretoras de Câmbio","RUA DA CANDELARIA, 79 - GRUPO 903",NA,"CENTRO","20091020.000000","RIO DE JANEIRO","RJ","21.000000","22163050.000000","FOURTRADE@FOURTRADE.COM.BR","WWW.FOURTRADE.COM.BR","2007","10","sociedades"
"42066258.000000","LEANDRO E ASSOCIADOS CORRETORA DE CAMBIO E VALORES MOBILIARIOS LTDA.","Sociedades Corretoras de TVM","RUA FREDERICO CASTRO REBELLO, 01","EDF. CARLOS KIAPPE, 6º ANDAR","COMERCIO","40015040.000000","SALVADOR","BA","71.000000","32437544.000000","LEANDROCCVM@UOL.COM.BR","WWW.LEANDROCCVM.COM.BR","2007","10","sociedades"
"42290403.000000","EUROLEASE S.A. ARRENDAMENTO MERCANTIL"," Sociedades de Arrendamento Mercantil ","R TENENTE VIOTI, 365, SALA 1",NA,"CENTRO","37460000.000000","PASSA QUATRO","MG","35.000000","33713323.000000","EUROLEASE@VELOXMAIL.COM.BR",NA,"2007","10","sociedades"
"42582072.000000","PONTO FRIO LEASING S/A - ARRENDAMENTO MERCANTIL"," Sociedades de Arrendamento Mercantil ","AV. TENENTE REBELO 675 - 3 ANDAR - PARTE",NA,"IRAJA","21241460.000000","RIO DE JANEIRO","RJ","11.000000","35844467.000000","BIANCA.AZZI@UNIBANCO.COM.BR",NA,"2007","10","sociedades"
"42584318.000000","CREDIT SUISSE (BRASIL) S.A. CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS","Sociedades Corretoras de TVM","AV. BRIGADEIRO FARIA LIMA,3064 - 13.ANDAR (PARTE)",NA,"JARDIM PAULISTANO","1451000.000000","SAO PAULO","SP","11.000000","38416000.000000",NA,NA,"2007","10","sociedades"
"43060029.000000","NOVINVEST CORRETORA DE VALORES MOBILIARIOS LTDA","Sociedades Corretoras de TVM","RUA BOA VISTA, 63 - 10 ANDAR",NA,"CENTRO","1014001.000000","SAO PAULO","SP","11.000000","32922161.000000",NA,NA,"2007","10","sociedades"
"43180355.000000","PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO"," Sociedades de Crédito  Financiamento e Investimento","RUA DA CONSOLACAO, 2411 - 2. ANDAR",NA,"CONSOLACAO","1301909.000000","SAO PAULO","SP","11.000000","21119128.000000",NA,NA,"2007","10","sociedades"
"43425008.000000","BFB LEASING S.A. ARRENDAMENTO MERCANTIL"," Sociedades de Arrendamento Mercantil ","ALAMEDA PEDRO CALIL, 43",NA,"VILA DAS ACÁCIAS","8557105.000000","POA","SP","11.000000","50198101.000000",NA,NA,"2007","10","sociedades"
"43443464.000000","ITAUBANK LEASING S.A. - ARRENDAMENTO MERCANTIL"," Sociedades de Arrendamento Mercantil ","ALAMEDA RIO NEGRO, 1439","QUADRA 12, LOTE 11","ALPHAVILLE INDL","6454000.000000","BARUERI","SP","11.000000","50198101.000000",NA,"WWW.ITAU.COM.BR","2007","10","sociedades"
"43653450.000000","MOEDA SOCIEDADE CORRETORA DE CÂMBIO LTDA."," Sociedades Corretoras de Câmbio","R CORONEL XAVIER DE TOLEDO, 161 8 ANDAR",NA,"CENTRO","1048100.000000","SAO PAULO","SP","11.000000","32587400.000000","MOEDA@MOEDACORRETORA.COM.BR","WWW.MOEDACORRETORA.COM.BR","2007","10","sociedades"
"43815158.000000","UBS PACTUAL CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.","Sociedades Corretoras de TVM","AVENIDA BRIGADEIRO FARIA LIMA, N° 3729,","10° ANDAR - PARTE","SÃO PAULO","4538905.000000","SAO PAULO","SP","11.000000","30462000.000000","FERNANDA.JORGE@UBS.COM",NA,"2007","10","sociedades"
"44077014.000000","UNITAS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A."," Sociedades Distribuidoras de TVM","AV. DAS NAÇÕES UNIDAS, Nº 11857","11º ANDAR - CJ. 111 - ED. NAÇÕES UNIDAS","BROOKLIN PAULISTA","4578908.000000","SAO PAULO","SP","11.000000","55083500.000000","UNITAS@UNITAS.COM.BR",NA,"2007","10","sociedades"
"46570800.000000","ALFA ARRENDAMENTO MERCANTIL S.A."," Sociedades de Arrendamento Mercantil ","ALAMEDA ARAGUAIA, 933","3º ANDAR, CONJUNTO 32 - EDIFÍCIO ALPHA ENTERPRISE","ALPHAVILLE","6455000.000000","BARUERI","SP","11.000000","41955102.000000","ALFANET@ALFA.COM.BR","WWW.ALFANET.COM.BR","2007","10","sociedades"
"47178918.000000","FINÁUSTRIA ARRENDAMENTO MERCANTIL S.A."," Sociedades de Arrendamento Mercantil ","R EXPEDICIONARIO ABILIO DOS PASSOS, 103",NA,"CENTRO","8970000.000000","SALESOPOLIS","SP","11.000000","50198101.000000",NA,NA,"2007","10","sociedades"
"47193149.000000","REAL LEASING S.A. ARRENDAMENTO MERCANTIL"," Sociedades de Arrendamento Mercantil ","ALAMEDA ARAGUAIA, 731, PAVIMENTO SUPERIOR, PARTE A",NA,"ALPHAVILLE","6455000.000000","BARUERI","SP","11.000000","41911672.000000",NA,"WWW.SUDAMERIS.COM.BR","2007","10","sociedades"
"47509120.000000","BRADESCO LEASING S.A. - ARRENDAMENTO MERCANTIL"," Sociedades de Arrendamento Mercantil ","AVENIDA ALPHAVILLE, 1.500","PISO 2, PARTE","ALPHAVILLE","6453000.000000","BARUERI","SP","11.000000","36844705.000000","4260.GUILHERME@BRADESCO.COM.BR",NA,"2007","10","sociedades"
"49324619.000000","VOLKSWAGEN LEASING S.A. - ARRENDAMENTO MERCANTIL"," Sociedades de Arrendamento Mercantil ","RUA VOLKSWAGEN, 291","5º ANDAR","PARQUE JABAQUARA","4344020.000000","SAO PAULO","SP","11.000000","55828173.000000","SHIGUEMI.NAGATA@VOLKSWAGEN.COM.BR","WWW.BANCOVOLKSWAGEN.COM.BR","2007","10","sociedades"
"49474463.000000","SANTANDER BRASIL S.A. CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS","Sociedades Corretoras de TVM","RUA HUNGRIA, 1400",NA,"JARDIM EUROPA","1455000.000000","SAO PAULO","SP","11.000000","56357174.000000","JURIDSOCIETARIO@SANTANDERBANESPA.COM.BR","WWW.SANTANDERBANESPA.COM.BR","2007","10","sociedades"
"50579044.000000","LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.","Sociedades Corretoras de TVM","RUA MARTIM AFONSO","N.18 ,CJ 37","CENTRO","11010060.000000","SANTOS","SP","11.000000","68139600.000000","SANTOS@LEVYCAM.COM.BR","WWW.LEVYCAM.COM.BR","2007","10","sociedades"
"50657675.000000","SLW CORRETORA DE VALORES E CÂMBIO LTDA.","Sociedades Corretoras de TVM","RUA DR. RENATO PAES DE BARROS, 717","6 E 10 ANDARES","ITAIM BIBI","4530001.000000","SAO PAULO","SP","11.000000","30489900.000000","SLW@SLW.COM.BR","WWW.SLW.COM.BR","2007","10","sociedades"
"51014223.000000","ABN AMRO REAL CORRETORA DE CAMBIO E VALORES MOBILIARIOS S.A.","Sociedades Corretoras de TVM","AVENIDA PAULISTA, 1374 - 15  ANDAR (PARTE)",NA,"BELA VISTA","1310916.000000","SAO PAULO","SP","11.000000","31742499.000000",NA,"WWW.SUDAMERIS.COM.BR","2007","10","sociedades"
"52904364.000000","CONCÓRDIA S.A. CORRETORA DE VALORES MOBILIÁRIOS, CÂMBIO E COMMODITIES","Sociedades Corretoras de TVM","RUA LIBERO BADARO, 425 - 23. ANDAR",NA,"CENTRO","1009905.000000","SAO PAULO","SP","11.000000","32413122.000000","CONCORDIA.SP@CONCORDIA.COM.BR","WWW.CONCORDIA.COM.BR","2007","10","sociedades"
"52915386.000000","POLINVEST CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS LTDA.","Sociedades Corretoras de TVM","RUA DO TESOURO, 23 - 3 ANDAR",NA,"CENTRO","1013020.000000","SAO PAULO","SP","11.000000","31072175.000000","POLINVEST@POLINVEST.COM.BR","WWW.POLINVEST.COM.BR","2007","10","sociedades"
"52937216.000000","DIDIER-LEVY ASSOCIADOS CORRETORA DE CÂMBIO S/A"," Sociedades Corretoras de Câmbio","RUA JERONIMO DA VEIGA, 164 - 8 ANDAR",NA,"ITAIM BIBI","4536000.000000","SAO PAULO","SP","11.000000","31672030.000000","DIDIERLEVY@DIDIERLEVY.COM.BR","WWW.DIDIERLEVY.COM.BR","2007","10","sociedades"
"53146221.000000","FAMILIA PAULISTA CREDITO IMOBILIARIO S/A"," Sociedades de Crédito Imobiliário - Repassadora","RUA JOAO PESSOA, 61",NA,"CENTRO","11013903.000000","SANTOS","SP","13.000000","32112100.000000","SUPGER@FAMILIAPAULISTA.COM.BR",NA,"2007","10","sociedades"
"53518684.000000","HSBC LEASING ARRENDAMENTO MERCANTIL (BRASIL)S.A."," Sociedades de Arrendamento Mercantil ","TRAVESSA OLIVEIRA BELLO Nº 34","2º ANDAR","CENTRO","80020030.000000","CURITIBA","PR","41.000000","32704570.000000","RSCHUNTZEMBERGER@HSBC.COM.BR","WWW.HSBC.COM.BR","2007","10","sociedades"
"55230916.000000","INDOSUEZ W. I. CARR SECURITIES -BRAZIL- DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A."," Sociedades Distribuidoras de TVM","ALAMEDA ITU, 852","12º ANDAR","JD. PAULISTA","1421001.000000","SAO PAULO","SP","11.000000","38966300.000000","VALTER.SHINTANI@BR.CALYON.COM","WWW.CALYON.COM.BR","2007","10","sociedades"
"57582264.000000","TORRE CORRETORA DE CÂMBIO S/A"," Sociedades Corretoras de Câmbio","RUA BOA VISTA, Nº 63","9º ANDAR - CONJ. 91","CENTRO","1014001.000000","SAO PAULO","SP","11.000000","68429650.000000","TORRECORRETORA@TORRECORRETORA.COM.BR","WWW.TORRECORRETORA.COM.BR","2007","10","sociedades"
"57988677.000000","MARSAM-DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA"," Sociedades Distribuidoras de TVM","R. MATIAS AIRES, 404 - 4. ANDAR - CJ. 41","SALA A","CONSOLACAO","1309020.000000","SAO PAULO","SP","11.000000","31001200.000000","MARSAM@MARSAM.COM.BR","WWW.MARSAM.COM.BR","2007","10","sociedades"
"58158387.000000","DIRECAO S/A - CREDITO FINANCIAMENTO E INVESTIMENTO"," Sociedades de Crédito  Financiamento e Investimento","PRACA DA REPUBLICA, 62 - 4 ANDAR - CJ 41 E 43",NA,"CENTRO","11013000.000000","SANTOS","SP","13.000000","32324147.000000","DIRECAO@LITORAL.COM.BR",NA,"2007","10","sociedades"
"58229246.000000","HSBC CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.","Sociedades Corretoras de TVM","AV. BRIG. FARIA LIMA, 3064, 2 A.",NA,"JARDIM PAULISTANO","1451000.000000","SAO PAULO","SP","11.000000","38475000.000000","RSCHUNTZEMBERGER@HSBC.COM.BR","WWW.HSBC.COM.BR","2007","10","sociedades"
