"CNPJ","NOME_DA_INSTITUIÇÃO","ENDEREÇO","COMPLEMENTO","BAIRRO","CEP","MUNICÍPIO","UF","DDD","FONE","TIPO_COOPERATIVA","CLASSE_COOPER","ENDEREÇO_ELETRÔNICO","SÍTIO_NA_INTERNET","ano","mes","tipo"
"71154876.000000","COOPERATIVA DE CRÉDITO RURAL DE JOÃO PINHEIRO LTDA","PÇA. CORONEL HERMOGENES, 261","PREDIO","CENTRO","38770000.000000","JOAO PINHEIRO","MG","38.000000","35612453.000000","Crédito Rural","Singular","CREDIPINHO@COMNET1.COM.BR",NA,"2007","10","cooperativas"
"71163315.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DE  NÍVEL SUPERIOR DA SAÚDE DE SETE LAGOAS LTDA","RUA CANDIDO AZEREDO,22",NA,"CENTRO","35700019.000000","SETE LAGOAS","MG","31.000000","37711053.000000","Crédito Mútuo","Singular","UCMG0001@UNICREDSETELAGOAS.COM.BR","WWW.UNICREDMG.COM.BR","2007","10","cooperativas"
"71207740.000000","COOPERATIVA DE CRÉDITO RURAL DE IRAÍ DE MINAS LTDA -SICOOB CREDIMIL","RUA HERMOGENES RODRIGUES DA CUNHA","97","CENTRO","38510000.000000","IRAI DE MINAS","MG","34.000000","38451414.000000","Crédito Rural","Singular","CREDIMIL@NETVIP.COM.BR",NA,"2007","10","cooperativas"
"71230338.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COMERCIANTES DE ARCOS LTDA - ARCOMCREDI","R. SAO GERALDO, 630",NA,"CENTRO","35588000.000000","ARCOS","MG","37.000000","3511085.000000","Crédito Mútuo","Singular","ARCOMCREDI@TWISTER.COM.BR",NA,"2007","10","cooperativas"
"71237184.000000","COOPERATIVA DE CRÉDITO RURAL DE CAMPO BELO LTDA - SICOOB CREDIBELO","RUA ARTUR BERNARDES","189","CENTRO","37270000.000000","CAMPO BELO","MG","35.000000","38311929.000000","Crédito Rural","Singular","CREDIBELO@CREDIBELO.COM.BR",NA,"2007","10","cooperativas"
"71238232.000000","COOPERATIVA DE CRÉDITO DE CARMÓPOLIS DE MINAS LTDA-SICOOB CREDICARMOMINAS","RUA LUÍS ALVES","134","CENTRO","35534000.000000","CARMOPOLIS DE MINAS","MG","37.000000","33331387.000000","Livre Admissão - população até 300 mil habitantes","Singular","CREDICARMOMINAS@IRRA.COM.BR",NA,"2007","10","cooperativas"
"71243034.000000","COOPERATIVA DE CRÉDITO DE CAPELINHA E REGIÃO LTDA. - SICOOB CREDICAP","RUA SAO VICENTE","63","CENTRO","39680000.000000","CAPELINHA","MG","33.000000","35161208.000000","Livre Admissão - população até 300 mil habitantes","Singular","CAPELINHA304600@SICOOBCREDIMINAS.COM.BR",NA,"2007","10","cooperativas"
"71261184.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA SAÚDE DE CARATINGA LTDA. - UNICRED CARATINGA - MG","RUA CEL.ANTONIO DA SILVA,240",NA,"CENTRO","35300032.000000","CARATINGA","MG","33.000000","33214224.000000","Crédito Mútuo","Singular","UNICREDCARATINGA@VELOXMAIL.COM.BR","WWW.UNICREDMG.COM.BR","2007","10","cooperativas"
"71297899.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COMERCIANTES DE PATOS DE MINAS LTDA.","PRAÇA DESEMBARGADOR FREDERICO 37",NA,"CENTRO","38700118.000000","PATOS DE MINAS","MG","34.000000","38210444.000000","Crédito Mútuo","Singular","CREDICOPA@CREDICOPA.COM.BR","WWW.CREDICOPA.COM.BR","2007","10","cooperativas"
"71328769.000000","COOPERATIVA DE CRÉDITO DOS PLANTADORES DE CANA DE SERTÃOZINHO","RUA AUGUSTO ZANINI 1591",NA,"JARDIM SUMARÉ","14170550.000000","SERTAOZINHO","SP","16.000000","39463300.000000","Crédito Rural","Singular","COCRED@COCRED.COM.BR",NA,"2007","10","cooperativas"
"71336432.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA UFTM - UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO E SUAS FUNDAÇÕES E ORGÃOS DE APOIO - CREDIMED LTDA","RUA CASTRO ALVES, 30",NA,"ABADIA","38025380.000000","UBERABA","MG","34.000000","33337755.000000","Crédito Mútuo","Singular","CREDIMED@MEDNET.COM.BR",NA,"2007","10","cooperativas"
"71378426.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS EMPRESAS DO GRUPO ZEMA LTDA.","R. PRES. OLEGARIO MACIEL, 111 - SALA 21",NA,"CENTRO","38183186.000000","ARAXA","MG","34.000000","36691797.000000","Crédito Mútuo","Singular","COOCREZ@GRUPOZEMA.COM.BR",NA,"2007","10","cooperativas"
"71384697.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES NAS INDÚSTRIAS DE EXTRAÇÃO DE FERRO E METAIS BÁSICOS DA REGIÃO DE CONGONHAS LTDA","R. PADRE LEONARDO, 20 A","2 ANDAR","CENTRO","36415000.000000","CONGONHAS","MG","31.000000","37313313.000000","Crédito Mútuo","Singular","COOFERSE@COOFERSE.COM.BR",NA,"2007","10","cooperativas"
"71392047.000000","COOPERATIVA DE CRÉDITO RURAL DE MONTE CARMELO LTDA -SICOOB MONTECREDI","RUA GONCALVES DIAS","15","CENTRO","38500000.000000","MONTE CARMELO","MG","34.000000","38425001.000000","Crédito Rural","Singular","MONTECREDI@VELOXMAIL.COM.BR",NA,"2007","10","cooperativas"
"71411854.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE CENTRO MINEIRA LTDA.","AV.NOSSA SENHORA DO CARMO,312",NA,"CENTRO","32510340.000000","BETIM","MG","31.000000","35942280.000000","Crédito Mútuo","Singular","BETIM@UNICREDBETIM.COM.BR","WWW.UNICREDMG.COM.BR","2007","10","cooperativas"
"71418784.000000","COOPERATIVA DE CRÉDITO DOS MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE DE VARGINHA LTDA - UNICRED VARGINHA","RUA DR. JOSE RESENDE PINTO,150","SALA 204","VILA PINTO","37010590.000000","VARGINHA","MG","35.000000","32221051.000000","Crédito Mútuo","Singular","VARGINHA@UNICREDVARGINHA.COM.BR","WWW.UNICREDMG.COM.BR","2007","10","cooperativas"
"71419600.000000","COOPERATIVA DE CRÉDITO DA REGIÃO DE FRUTAL LTDA- SICOOB FRUTAL","PRAÇA DA MATRIZ","80","CENTRO","38200000.000000","FRUTAL","MG","34.000000","34218433.000000","Livre Admissão - população até 300 mil habitantes","Singular","SICOOBFRUTAL@SICOOFRUTAL.COM.BR",NA,"2007","10","cooperativas"
"71425458.000000","COOPERATIVA DE CRÉDITO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DO OESTE DE MINAS LTDA","RUA DR. TEIXEIRA SOARES, 359","3º ANDAR","CENTRO","35570000.000000","FORMIGA","MG","37.000000","33221414.000000","Crédito Mútuo","Singular","UNIFGA@NETFOR.COM.BR","WWW.UNICREDMG.COM.BR","2007","10","cooperativas"
"71432926.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DE UBERABA LTDA","RUA ALAOR PRATA,294","1º ANDAR","CENTRO","38015010.000000","UBERABA","MG","34.000000","33120123.000000","Crédito Mútuo","Singular","UNICREDUBERABA@NETSITE.COM.BR","WWW.UNICREDMG.COM.BR","2007","10","cooperativas"
"71437123.000000","COOPERATIVA DE CRÉDITO RURAL DE ALTEROSA LTDA - SICOOB COOPEROSA","PRACA BENEDITO VALADARES","48","CENTRO","37145000.000000","ALTEROSA","MG","35.000000","32941466.000000","Crédito Rural","Singular","COOPEROSA@MICROTEMA.COM.BR",NA,"2007","10","cooperativas"
"71441406.000000","COOPERATIVA DE CREDITO RURAL DE PEDRO LEOPOLDO LTDA. - SICOOB CREDIPEL","RUA COMENDADOR ANTONIO ALVES","825","CENTRO","33600000.000000","PEDRO LEOPOLDO","MG","31.000000","36613672.000000","Crédito Rural","Singular","CREDIPEL@CYBERPL.COM.BR",NA,"2007","10","cooperativas"
"71467641.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DE  NÍVEL SUPERIOR DA SAÚDE DE LEOPOLDINA LTDA. - UNICRED LEOPOLDINA (MG)","RUA JOSE PERES,56- LOJA B",NA,"CENTRO","36700000.000000","LEOPOLDINA","MG","32.000000","34415775.000000","Crédito Mútuo","Singular","LEOPOLDINA@UNICREDLEOPOLDINA.COM.BR","WWW.UNICREDMG.COM.BR","2007","10","cooperativas"
"71479653.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DE JUIZ DE FORA LTDA - UNICRED JUIZ DE FORA (MG)","AV. INDEPENDENCIA, 800",NA,"CENTRO","36010021.000000","JUIZ DE FORA","MG","32.000000","32161159.000000","Crédito Mútuo","Singular","UNICRED@UNICREDJF.COM.BR","WWW.UNICREDMG.COM.BR","2007","10","cooperativas"
"71491609.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS BANCÁRIOS DE SOROCABA","RUA DR.BRAGUINHA,45 - 10ANDAR S/101","10 ANDAR S/101","CENTRO","18010120.000000","SOROCABA","SP","15.000000","2316966.000000","Crédito Mútuo","Singular","COPEBAS@SPLICENET.COM.BR",NA,"2007","10","cooperativas"
"71502181.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS BANCÁRIOS DE BELO HORIZONTE E REGIÃO METROPOLITANA LTDA. - COOPEB","RUA SERGIPE N. 57 - 1 ANDAR",NA,"FUNCIONARIOS","30130170.000000","BELO HORIZONTE","MG","31.000000","32184429.000000","Crédito Mútuo","Singular","COOPEB@FEEBMG.ORG.BR",NA,"2007","10","cooperativas"
"71506513.000000","COOPERATIVA DE CRÉDITO DE ITAPAGIPE LTDA. - SICOOB ITAPAGIPE","AVENIDA 07 N. 575",NA,"CENTRO","38240000.000000","ITAPAGIPE","MG","34.000000","4242066.000000","Livre Admissão - população até 300 mil habitantes","Singular",NA,NA,"2007","10","cooperativas"
"71698674.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA DA SAÚDE DE TAUBATE","AVENIDA NOVE DE JULHO, NR. 520",NA,"CENTRO","12020200.000000","TAUBATE","SP","12.000000","36317770.000000","Crédito Mútuo","Singular","DIRETORIA@UNICRED-TAUBATE.COM.BR","WWW.UNICRED@TAUBATE.COM.BR","2007","10","cooperativas"
"71799308.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA DRIVEWAY","AVENIDA SANTA EMILIA, 35",NA,"JD. SANTA EMILIA","4183000.000000","SAO PAULO","SP","11.000000","63311788.000000","Crédito Mútuo","Singular","COOPERATIVA@DRIVEWAY.COM.BR",NA,"2007","10","cooperativas"
"71884498.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DE NÍVEL SUPERIOR DA ÁREA DE SAÚDE DE CAMPINAS E REGIÃO - UNICRED CAMPINAS","AVENIDA BARÃO DE ITAPURA, 950","7º ANDAR","GUANABARA","13020431.000000","CAMPINAS","SP","19.000000","37312724.000000","Crédito Mútuo","Singular","COOPERATIVA@UNICRED-CAMPINAS.COM.BR","HTTP://WWW.UNICRED-CAMPINAS.COM.BR","2007","10","cooperativas"
"71965313.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO FLEURY","AVENIDA GENERAL WALDOMIRO DE LIMA, 508",NA,"JABAQUARA","4344070.000000","SAO PAULO","SP","11.000000","50147532.000000","Crédito Mútuo","Singular","COOPERATIVA@FLEURY.COM.BR",NA,"2007","10","cooperativas"
"71988653.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DE SÃO CARLOS - UNICRED SÃO CARLOS","AVENIDA DR CARLOS BOTELHO, 1.055","3º ANDAR - SALA UNICRED","CENTRO","13561003.000000","SAO CARLOS","SP","16.000000","33736015.000000","Crédito Mútuo","Singular","UNICREDSC@UNICREDSC.COM.BR","WWW.UNICREDSC.COM.BR","2007","10","cooperativas"
"72052004.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DE NÍVEL SUPERIOR DE PETRÓPOLIS LTDA. - UNICRED PETRÓPOLIS.","RUA DEZESSEIS DE MARCO, 155, SALA 802",NA,"CENTRO","25620040.000000","PETROPOLIS","RJ","24.000000","22463175.000000","Crédito Mútuo","Singular","ADMINISTRACAO@UNICRED-PETROPOLIS.COM.BR","WWW.UNICRED-PETROPOLIS.COM.BR","2007","10","cooperativas"
"72128440.000000","COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS DO RIO DE JANEIRO - UNICRED-RIO LTDA.","RUA SAO JOSE, 70","SALAS 1501 E 1601","CENTRO","20010020.000000","RIO DE JANEIRO","RJ","21.000000","34752000.000000","Crédito Mútuo","Singular","CONTABILIDADE@UNICREDRIO.COM.BR","WWW.UNICRED-RIO.COM.BR","2007","10","cooperativas"
"72257793.000000","UNICRED DE FORTALEZA - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DE FORTALEZA LTDA.","AV. BARÃO DE STUDART, 1486",NA,"ALDEOTA","60120001.000000","FORTALEZA","CE","85.000000","40121131.000000","Crédito Mútuo","Singular","UNICRED@UNICRED-FOR.COM.BR","WWW.UNICRED-FOR.COM.BR","2007","10","cooperativas"
"72952138.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA SELENE","RUA DO VELHO RAMAL, 490",NA,"VILA ESTIVA","18520000.000000","CERQUILHO","SP","15.000000","33848888.000000","Crédito Mútuo","Singular","COOPESLN@ZAPNET.COM.BR",NA,"2007","10","cooperativas"
"73077398.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA EATON DE VALINHOS","RUA CLARK, N 2061",NA,"MACUCO","13279400.000000","VALINHOS","SP","19.000000","38819477.000000","Crédito Mútuo","Singular","JOSEAMARCHIORE@EATON.COM",NA,"2007","10","cooperativas"
"73085573.000000","COOPERATIVA CENTRAL DE ECONOMIA E CRÉDITO MÚTUO DAS UNICREDS DO ESTADO DE SÃO PAULO-UNICRED CENTRAL-SP","ALAMEDA SANTOS, 1827 - 9º ANDAR - CONJ. 91",NA,"CERQUEIRA CESAR","1419002.000000","SAO PAULO","SP","11.000000","32525210.000000","Crédito Mútuo","Central","AUDITORIA@UNICRED-SP.COM.BR","WWW.UNICRED-SP.COM.BR","2007","10","cooperativas"
"73092827.000000","COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES DO MINISTERIO DA EDUCAÇÃO EM SÃO PAULO - COOPEMESP","RUA PEDRO VICENTE, 625",NA,"LUZ","1109010.000000","SAO PAULO","SP","11.000000","33268983.000000","Crédito Mútuo","Singular","COOPEMESP@UOL.COM.BR",NA,"2007","10","cooperativas"
"73113243.000000","COOPERATIVA DE CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA DA SAÚDE DE ARARAQUARA E REGIÃO - SICREDI ARARAQUARA SP","RUA CARLOS GOMES, 1935",NA,"CENTRO","14801340.000000","ARARAQUARA","SP","16.000000","2360954.000000","Crédito Mútuo","Singular","LEOPOLDO_NETO@SICREDI.COM.BR",NA,"2007","10","cooperativas"
"73156218.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA BORCOL","AVENIDA PARANA, 2128",NA,"EDEN","18103000.000000","SOROCABA","SP","15.000000","2354612.000000","Crédito Mútuo","Singular",NA,NA,"2007","10","cooperativas"
"73254757.000000","COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE QUILOMBO -  CRESOL QUILOMBO","AV CEL. ERNESTO BERTASO, 954",NA,"CENTRO","89850000.000000","QUILOMBO","SC","49.000000","33463218.000000","Crédito Rural","Singular","QUILOMBO@CRESOLCENTRAL.COM.BR",NA,"2007","10","cooperativas"
"73326449.000000","COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MEDICOS E DEMAIS PROFISSIONAIS DA SAUDE DE CRUZ ALTA LTDA","RUA GENERAL CAMARA,701","SALA","CENTRO","98025780.000000","CRUZ ALTA","RS","55.000000","33227488.000000","Crédito Mútuo","Singular","MRLCASTRO@TERRA.COM.BR",NA,"2007","10","cooperativas"
"73398646.000000","COOPERATIVA VALENTENSE DE CRÉDITO RURAL LTDA - SICOOB COOPERE","RUA J J SEABRA, 161","PREDIO","CENTRO","48890000.000000","VALENTE","BA","75.000000","32632513.000000","Crédito Rural","Singular","DIREX@SICOOBCOOPERE.COOP.BR","WWW.SICOOBCOOPERE.COOP.BR","2007","10","cooperativas"
"73422792.000000","COOPERATIVA DE CRÉDITO RURAL DE RUBIATABA LTDA","AV. AROEIRA, 621",NA,"CENTRO","76350000.000000","RUBIATABA","GO","62.000000","3251290.000000","Crédito Rural","Singular","RUBIATABA@SICOOBRUBIATABA.COM.BR",NA,"2007","10","cooperativas"
"73443863.000000","COOPERATIVA DE CRÉDITO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE E DE CONTABILISTAS DE BLUMENAU E VALE DO ITAJAÍ LTDA.","RUA NEREU RAMOS,476",NA,"CENTRO","89010400.000000","BLUMENAU","SC","47.000000","32212900.000000","Crédito Mútuo","Singular","SECRETARIA@UNICREDBNU.COM.BR",NA,"2007","10","cooperativas"
"73631483.000000","COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DO GRUPO BAYER LTDA","ESTRADA DA BOA ESPERANCA, 650",NA,"CENTRO","26110120.000000","BELFORD ROXO","RJ","21.000000","21890727.000000","Crédito Mútuo","Singular","COPBAYER.COOPERATIVA.CC@BAYER.COM.BR",NA,"2007","10","cooperativas"
"73647935.000000","UNICRED CAMPO GRANDE-MS COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E PROFISSIONAIS DA ÁREA DE SAÚDE DE CAMPO GRANDE-MS LTDA","RUA ABRAO JULIO RAHE, 54",NA,"VILA ALTA","79010010.000000","CAMPO GRANDE","MS","67.000000","33172323.000000","Crédito Mútuo","Singular","CONTROLADORIA@UNICRED-CGR.COM.BR","WWW.UNICRED-CGR.COM.BR","2007","10","cooperativas"
"73656795.000000","COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS TRABALHADORES DAS INSTITUIÇÕES DE ENSINO DA REGIÃO METROPOLITANA DE FLORIANOPOLIS SICOOB/SC- CREDTEC","AV. MAURO RAMOS, 950",NA,"CENTRO","88020300.000000","FLORIANOPOLIS","SC","48.000000","32230188.000000","Crédito Mútuo","Singular","CREDTEC@BRTURBO.COM.BR","WWWCREDTEC.COM.BR","2007","10","cooperativas"
"73750424.000000","COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS MED. D.P.N.S. AREA DA SAUDE DA REGIAO NORDESTE RS","RUA VINTE DE SETEMBRO N.2304","SALA 301","CENTRO","95020450.000000","CAXIAS DO SUL","RS","54.000000","32895160.000000","Crédito Mútuo","Singular","UNICRED@UNICRED-RS.COM.BR",NA,"2007","10","cooperativas"
"74026998.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO BOMPREÇO BAHIA - SICOOB COOPERBOM","AV. ANTONIO CARLOS MAGALHÃES, S/N","HIPER BOMPREÇO IGUATEMI","PITUBA","41800700.000000","SALVADOR","BA","71.000000","33599911.000000","Crédito Mútuo","Singular","SICOOB-COOPERBOM@UOL.COM.BR",NA,"2007","10","cooperativas"
"74040056.000000","COOPERATIVA DE CRÉDITO RURAL CERRADO","AV. BRASIL, N. 189",NA,"CENTRO","78840000.000000","CAMPO VERDE","MT","66.000000","34191358.000000","Crédito Rural","Singular","LEILA_CAMILO@SICREDI.COM.BR","WWW.SICREDI.COM.BR","2007","10","cooperativas"
"74064502.000000","COOPERATIVA DE CRÉDITO DOS MÉDICOS, PROFISSIONAIS DA ÁREA DA SAÚDE E DE CONTABILISTAS DA GRANDE FLORIANÓPOLIS LTDA.","RUA TENENTE SILVEIRA, 315",NA,"CENTRO","88010301.000000","FLORIANOPOLIS","SC","48.000000","2215900.000000","Crédito Mútuo","Singular","DIRETORIA@UNICRED-FLORIANOPOLIS.COM.BR","WWW.UNICRED-FLORIANOPOLIS.COM.BR","2007","10","cooperativas"
"74114042.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE E DE CONTABILISTAS DA FOZ DO RIO ITAJAÍ AÇU LTDA","RUA CAMBORIU 519",NA,"CENTRO","88301451.000000","ITAJAI","SC","47.000000","32493500.000000","Crédito Mútuo","Singular","UNICRED@UNICRED-LITORAL.COM.BR",NA,"2007","10","cooperativas"
"74172685.000000","UNICRED VALE JAGUARIBE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DA REGIÃO VALE DO  JAGUARIBE LTDA.","RUA CEL. ANTONIO JOAQUIM, 1485",NA,"CENTRO","62930000.000000","LIMOEIRO DO NORTE","CE","88.000000","34233113.000000","Crédito Mútuo","Singular","UNICREDVJ@BRISANET.COM.BR",NA,"2007","10","cooperativas"
"74220948.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DE PRESIDENTE PRUDENTE E REGIÃO - MEDCRED","AV. WASHINGTON LUIZ, 105",NA,"CENTRO","19010090.000000","PRESIDENTE PRUDENTE","SP","18.000000","39025654.000000","Crédito Mútuo","Singular","INFO@MEDCREDPRUDENTE.COM.BR","HTTP://WWW.MEDCREDPRUDENTE.COM.BR","2007","10","cooperativas"
"74244344.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DO GRUPO BASF","AV. BRIGADEIRO FARIA LIMA, 3600","FARIA LIMA SQUARE - 14º","ITAIM BIBI","4538132.000000","SAO PAULO","SP","11.000000","43471144.000000","Crédito Mútuo","Singular","CREDIBASF@BASF.COM",NA,"2007","10","cooperativas"
"74248949.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES MUNICIPAIS DE SÃO JOÃO DA BOA VISTA - CREDIVISTA","R SENADOR SARAIVA, 59",NA,"CENTRO.","13870020.000000","SAO JOAO DA BOA VISTA","SP","19.000000","36236204.000000","Crédito Mútuo","Singular","CREDIVISTA@CREDIVISTA.COM.BR","WWW.CREDIVISTA.COM.BR","2007","10","cooperativas"
"74256983.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO MONTECITRUS","VIA DE ACESSO SEBASTIÃO FIOREZE, 835",NA,"CENTRO","14730000.000000","MONTE AZUL PAULISTA","SP","17.000000","33619633.000000","Crédito Mútuo","Singular","MONTECRED@MONTECITRUS.COM.BR",NA,"2007","10","cooperativas"
"74365354.000000","COOPERATIVA DE CRÉDITO RURAL AGRO-PECUÁRIA DO SUDOESTE PAULISTA","RUA PANDIA CALOGERAS, N.287",NA,"VERGUEIRO","18030030.000000","SOROCABA","SP","15.000000","21012416.000000","Crédito Rural","Singular","CREDICOLASO@CREDICOLASO.COM.BR","WWW.CREDICOLASO.COM.BR","2007","10","cooperativas"
"74520990.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DA STAROUP","AV.DEPUTADO DANTE DELMANTO, 3010/3020",NA,"VILA PAULISTA","18608393.000000","BOTUCATU","SP","14.000000","38820217.000000","Crédito Mútuo","Singular","COOPERSTAR@LPNET.COM.BR",NA,"2007","10","cooperativas"
"75174953.000000","COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO VOTORANTIM LIMITADA.","AV ERMIRIO DE MORAES, 380","CASA","TACANICA","83540000.000000","RIO BRANCO DO SUL","PR","41.000000","33551741.000000","Crédito Mútuo","Singular","DELCIDIM@VOTORAN.COM.BR",NA,"2007","10","cooperativas"
"76059997.000000","COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO OESTE - SICREDI OESTE PR","RUA RAIMUNDO LEONARDI, 1432",NA,"CENTRO","85900110.000000","TOLEDO","PR","45.000000","33797777.000000","Livre Admissão - população até 300 mil habitantes","Singular","SICREDITOLEDO@UOL.COM.BR",NA,"2007","10","cooperativas"
"76461557.000000","COOPERATIVA DE CRÉDITO RURAL COOPAVEL","RODOVIA BR-277, KM 592",NA,"PARQUE SÃO PAULO","85815480.000000","CASCAVEL","PR","45.000000","32205038.000000","Crédito Rural","Singular","CREDICOOPAVEL@UOL.COM.BR,CREDICOOPAVEL@CREDICOOPAVEL.COM.BR","EMAIL-TEREZINHA@CREDICOOPAVEL.COM.BR","2007","10","cooperativas"
"77984870.000000","COOPERATIVA DE CRÉDITO RURAL TERCEIRO PLANALTO","RUA XV DE NOVEMBRO 3260",NA,"CENTRO","85010000.000000","GUARAPUAVA","PR","42.000000","36265156.000000","Crédito Rural","Singular","SILVANA_RIZZI@SICREDI.COM.BR",NA,"2007","10","cooperativas"
"78141876.000000","COOPERATIVA DE CRÉDITO RURAL VALE DO BANDEIRANTE","AVENIDA PRESIDENTE VARGAS, 141",NA,"CENTRO","86730000.000000","ASTORGA","PR","44.000000","32344336.000000","Crédito Rural","Singular",NA,NA,"2007","10","cooperativas"
"78157146.000000","CREDICOROL COOPERATIVA DE CREDITO RURAL","AV. AYLTON RODRIGUES ALVES, 698  (CP 96)",NA,"VILA OLIVEIRA","86600000.000000","ROLANDIA","PR","43.000000","32558020.000000","Crédito Rural","Singular","CREDI@CREDICOROL.COM.BR","WWW.CREDICOROL.COM.BR","2007","10","cooperativas"
"78414067.000000","COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CATARATAS DO IGUAÇU - SICREDI CATARATAS DO IGUAÇU","RUA PARAGUAI, 1407","1º ANDAR","CENTRO","85884000.000000","MEDIANEIRA","PR","45.000000","32648500.000000","Livre Admissão - população de 300 mil a 750 mil habitantes","Singular","CONTABILIDADE@SICREDICATARATAS.COM.BR","WWW.SICREDI.COM.BR","2007","10","cooperativas"
"78420262.000000","COOPERATIVA DE CREDITO RURAL DE PORECATU","RUA SAO PAULO, 465",NA,"CENTRO","86160000.000000","PORECATU","PR","43.000000","36231196.000000","Crédito Rural","Singular","CREDICAT@ONDA.COM.BR",NA,"2007","10","cooperativas"
"78483310.000000","COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS ITAPIRANGA - SICOOB CREDITAPIRANGA SC","RUA DO COMERCIO, 248",NA,"CENTRO","89896000.000000","ITAPIRANGA","SC","49.000000","36770087.000000","Livre Admissão - população até 300 mil habitantes","Singular","CONTABIL@CREDITAPIRANGA.COOP.BR",NA,"2007","10","cooperativas"
"78825023.000000","COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OESTE CATARINENSE - SICOOB-OESTECREDI/SC","RUA VISCONDE DO RIO BRANCO, 720",NA,"CENTRO","89887000.000000","PALMITOS","SC","49.000000","36470478.000000","Livre Admissão - população até 300 mil habitantes","Singular","OESTECREDI@OESTECREDI.COM.BR",NA,"2007","10","cooperativas"
